Id,ProductId,Score,Summary,Text,Sentimiento
397123,B0040VRJRW,5,Great price and great sweetener,"I use this sweetener in my tea daily. I find one packet gives the same amount of sweetness as 1/4 cup of sugar, all without the calories. Lets me have sweet tea in the morning without the guilt of dumping tons of sugar in my tea.",Positivo
397338,B000FPJ75O,3,Not sure about rawhides for dogs,I have heard some negative things about raw hides for dogs and associated stomach problems if they eat too much.  My miniature schnauzer never really took a liking to chewing on things for a long time so these are a good size and make me feel better that they limit how much she can eat.  It just worries me a little bit how fast she eats them.,Neutral
397354,B004XAPIOQ,3,Gluten Free Rice Krispies,"I was thrilled to find the new gluten free Rice Krispies at Walmart for only $3.11 a box. However, I was not thrilled with the taste. The cereal does snap, crackle and pop right when you add milk and is nice and crispy. However this doesn't last long. They get a little soggy and strange tasting. I put some blackberries on top and that made it more eatable. So eat fast while it is crispy. The brown rice just doesn't do it. Why couldn't Kellog have used white rice like the original? I am new to gluten-free foods and was really looking forward to this cereal.",Neutral
397380,B004XAPIOQ,2,Tastes like cardboard,"I was hopeful.  Higher fiber, lower carbs, lower calories, and I like brown rice.  Sadly, it's a bit tough and tastes like cardboard.",Negativo
397388,B004XAPIOQ,1,Failed the kid test,"These do not even begin to approximate the real thing.  Completely and utterly flavorless.  Kids refused to eat, and had to throw the box away.",Negativo
397597,B001EYUE5M,5,best coffee ever,"I have tried all the k-cups that came with my Keurig at Christmas and by far the best of all for me was the breakfast blend.  Not too strong or weak, JUST RIGHT.  I use the 12oz size for my mug and a little half and half and enjoy!  I was not enjoying the coffees I kept trying so bought some medium roasts at the store but still not satisfied with the taste. By far the Green Mountain Breakfast Blend is it for me.",Positivo
397708,B001EYUE5M,5,It's my favorite coffee-,"This is my favorite coffee out of the 18+ Kuerig cups that I've tried. It's smooth, and not too heavy or bitter.<br />I think this product is priced above it's value, but it's as good as Starbucks for abut 1/3 the cost.",Positivo
397748,B001EYUE5M,3,average morning cup a joe,"Not too strong,not too weak.This is the coffee I buy my wife for her mornings.It is probably the simplest k cup brew,but sometimes that is all you might want.",Neutral
397749,B001EYUE5M,1,Something's wrong with this coffee,These K-cups are either extremely old or they're not authentic Green Mountain K-cups. The coffee is weak and has a bad after-taste. Both my spouse and I have noticed this independently of each other.<br /><br />I tried to contact the seller to ask about this but couldn't figure out who it was.,Negativo
398068,B000V17MLS,1,Too strong!,"This soup is too harsh, too strong for the smell.<br />My husband likes curry but this curry couldn't eat anymore.",Negativo
398204,B0038RMXHK,1,Tastes like bug killer  don't drink  A real disappointment,I purchased a case each of these enhanced waters  This one is absolutely awful.  I would prefer to send back and exchange for Apple& Pear water.  Have contacted Amazon .  I love enhanced waters and order several online.  I am warning all Amazon shoppers Please do not make the same mistake.  This has too much of a chemical smell and taste NASTY.  I think the company should announce a recall of this particular flavor.  Please Amazon please send me a return label  I am sure this is dangerous and defective,Negativo
398374,B000V17ML8,4,A good addition to the cupboard...,"Very easy; very quick, and a good company/emergency product to keep in the cupboard. I followed the directions carefully and the result was an excellent authentic flavor. Do not reduce the quantity of rice recommended or the result will be too spicey even for lovers of Indian Currys.",Positivo
398406,B004VLVKWG,5,Very nice bread,"I made my first loaf of this bread today in my Zojurishi bread maker which makes a 2lb loaf but this mix was no problem as directed (it makes a 1.5lb loaf). The bread is moist with a nice firm but soft texture. My family wants me to try it with a bit of sweetness next time so I will do that and see if they like that change. They tend to prefer a honey wheat bread, though this mix does contain honey in the ingredient listing. I like the sunflower seeds in the dough, too, which add a nice nutty flavor and texture. I am looking forward to experimenting with this mix and trying the addition of flax and other items to customize to our preferences and boost nutrition even more. I have always been well pleased with Bob's Red Mill products and feel that they are well worth purchasing.",Positivo
398568,B0025UC2DQ,3,Super Sugar,"I am not a fan of artificial sweeteners, but my doctor suggested this product to help in treating my recently diagnosed Type 2 diabetes.  I tried it in coffee, but 1 packet is too much as it left an aftertaste on the tongue. (I don't ordinarily sweeten my coffee}  Tried it in a powdered drink mix that makes artificially flavored red water.  I used the number of packets suggested by the Truvia web site (...) as a substitute for 1 cup of sugar.  To my taste, it was properly sweetened and did not leave the aftertaste that I detected with the coffee.<br />Will try some of the suggestions from the Truvia web site and report later.",Neutral
398767,B001D09KAM,3,LOVE LOVE LOVE the Almond Cashew with Flax,HATE HATE HATE the gooey mess I was just sent from Amazon.  It looked like it melted then firmed up a bit. It was a brown sticky block. Tasted great but it still looked disgusting.,Neutral
398781,B001D09KAM,5,Great snack for on the go or at home,Very good and filling to have at home as a snack or on the go when I don't have time to cook.,Positivo
398890,B001D09KAM,1,Warning CONTAINS SOY,"This contains Soy, I wish It was mentioned in the details. Soy has many negative side effects, and its linked to a similiar to estrogen hormones which isnt good for men.<br /><br />~PROS~<br /> -Tastes Great<br /> -10g Protein<br /> -All natural<br /> -Gluten/Wheat Free<br /> -Low Glycemic Index(45)<br /> -3g FIBER<br /> -Non GMO, No transfats<br /> -Dairy/Cholesterol free<br /><br />~Cons~<br />Contains Soy Crisp (Soy protein isolate, Tapicoa Starch)<br />And Soy lecithin.<br /><br />Soy protein isolate is horrible Do a google search",Negativo
398937,B001D09KAM,3,Not consistently fresh,"The first box I got of these were great with very fresh tasting nuts; however, the second box was not so fresh and some of the bars had a stale taste.  Nothing worse than a stale nut--can't get that taste out of your mouth.  I guess I'll give it one more try before I cancel my Subscribe & Save for this product.",Neutral
398962,B001D09KAM,5,Reminds me of Christmas time when I was a girl. . .,"I couldn't believe my luck. This little nut bar was included in my variety pack of these yummy Kind bars that I had ordered from Amazon last month. The taste and texture of this nut bar is the exact same taste as the beloved ""no bake fruit cake"" that my Nana made us when I was a little girl back in the 50s and 60s. It must be the dates and the particular kind of nuts because it tickles my taste buds in just such a way as to send me back years ago. I thank you Kind bar makers as being genius in your combinations of ingredients. I love these things... Love, love, love. I have just recently made an order with Amazon for a box of 12 of these things... and just when I remembered a book I wanted and decided to add that to my order... gosh, well, I goofed up and I hope that Amazon figures it out for me just in time because if I get all 24 of these nut bars I am in real trouble. I will eat them till they're gone. So, please, cross my fingers Amazon does their usual magic and gets my order just right! I have been invited to ""Like"" them on my Facebook page, but then I don't go there often and... well, if I tell everyone, then they may become hard to find in the future... sorta like telling everyone where your favorite fishing hole is and then not being able to go there because it's so crowded.<br /><br />Computers are so picky!  I offered to write a review of a different flavor of this Kind bar and it told me that only one review per product per customer... but I could edit my review! So, here I am. Back again to further praise and describe what has become my favorite snack food. They are so filling though, you have to watch it because it becomes a meal substitute and then your friends think you're no fun cause you won't eat with them! You're already full! The protein in these bars make them ideal for trail food, however, if you don't have the teeth for nuts, stay away. This last bar I decided I'd praise is the <a href=""http://www.amazon.com/gp/product/B003TNANSO"">KIND PLUS, Peanut Butter Dark Chocolate + Protein, Gluten Free Bars (Pack of 12)</a>. I found them in my local grocery store but they often run out and that's what sent me to Amazon for a check on their availability. Yum! Lucky me! So, I'm out. I ate all I ordered last month and I'm daydreaming of them right now. Should've ordered them a week ago so I wouldn't be out now. These dark chocolate bars are so delicious I can conjure up the taste and sensation right now because. . . now here's the heaven part of this daydream. . .they taste like Baby Ruth candy bars from when I would a youth!  Yum, yum, yum.<br /><br />Gotta love it, guilt free candy! But, wait, everyone, it is NOT guilt free if you make it an extra snack, but instead make it part of your meal planning day. The nutrition and calorie info is printed on each bar and if you buy them in the carton, then the info is even easier to read.",Positivo
399066,B001225K5U,3,heinz creamy italian,good but does not have nutritional information on the box or on pouches and I've ordered this twice and never got a full 100 count box.,Neutral
399245,B007B1WC7A,3,Decent coconut flavored tea,"This is a very full flavored coconut black tea, and it's VERY coconut-y!  You can even see chunks of the coconut in the tea.<br /><br />This makes a very decent cup of hot tea, although I thought it benefitted from some sweetening.  It packs a little too much coconut flavor for my tastes...I was hoping for something a little more subtle.  As an iced tea, I found this to be almost undrinkable...it's amazing how different hot teas are vs. cold.  The coconut aftertaste was overpowering and not pleasant.<br /><br />If you really love coconut and are looking for hot teas, then this is worth a try.",Neutral
399344,B00017LEX4,3,popcorn,"Taste like popcorn, less husky but not worth the money. Won't be ordering again.",Neutral
399392,B00551E1P4,5,"Sour gummy candies, exactly as expected",I found these to be exactly as I expected.  They are typical gummy candies dusted with sour stuff.  The figures lack detail because of the sour stuff.  The first box I opened contained two transparent plastic packets of five pieces each.  The first packet had all Mario and Yoshi.  The second packet had all Donkey and Diddy Kong.  Mario and Yoshi were Strawberry and Mixed berries.  Donkey and Diddy Kong were Watermelon and Orange.  They were all yummy!  The packaging is exactly as pictured.,Positivo
399530,B00017LEXE,1,Poor product,"This is  terrible popcorn! No taste, poor popping ratio. and the size OMG! I popped this Gourmet popping corn in front of a party, everyone busted out in laughter!",Negativo
399647,B005GIF5WY,2,Im skeptical as to what is in these things!,So my cat loves these things. She practically hisses at me at random times and jumps on the counter throws the bag on the floor and starts swatting the bag all over the house. I then put them in the cubbard and I found her in the cubbard one day crying to get out. Its insane. She acts like someone on crack. Im starting to question what they put in these. Is there really a lot of regulation regarding cat snacks. I doubt it. Ive tried to stop giving them to her but she then turns her back to me and pouts for days to weeks on end. It has taken me a while to figure out what was going on with her and I have narrowed it down to these Temptation snacks. Im concerned about what drugs they put in these.,Negativo
399657,B005GIF5WY,1,RUIN YOUR LIFE,"I innocently started giving these to my cats - had no idea they would begin to control my life.  Run out of treats?  you're screwed.  One cat cries so loud in the morning it sounds like someone is torturing her.  Eventually, the other cat jumps up on my face to wake me up...for treats.  It's like I'm living in a nightmare if I don't give them their fix.  C'mon...we know big corporations put addictive substances in candy, sodas & chips - - - of course they're in our cat treats.  And, seriously....they've hit the kitty crack jackpot w/ these.  Do yourself & your cat a favor:  Save your mental & your cat's physical HEALTH.",Negativo
399680,B005GIF5WY,5,Whiskas Temptations -- Monthly Delivery,My cats love the dairy flavor and they are hard to find in our local stores. The treats are not too big in size -- easy for cats to eat.,Positivo
399993,B002IEVJRY,5,A delicious and relatively low calorie pick me up,"I really enjoy these Illy Issimo Cappuccino drinks.  If you love coffee like I do, you'll find the taste to be rich and delicious.  It's a terrific blend of ""Italian espresso style coffee"", lowfat milk, cocoa and sugar.  The cocoa flavor is very subtle.  It's there, but you might not know it if you weren't looking for it.<br /><br />Nutritionally, each 200ml (8.45 ounce) can is 100 calories, 15 of which come from fat.  It has 19 grams of carbs, 1 gram of fiber and 5 grams of protein.<br /><br />I'm not saying that this is health food, but I think it's a lot better for you then a soda and definitely gives you a bit of an energy boost, although I wouldn't consider it to be an energy drink.<br /><br />Illy is renown for producing some of the finest espresso in the world and the quality of this product is exactly what you would expect from a name that is almost synonymous with espresso.  This product is made from 100% Arabica beans which seem to be roasted to a full city roast, or thereabouts.  Illy Issimo is produced in Denmark under a collaboration between illy and Coca Cola.<br /><br />Let me also be clear that my rating has nothing to do with the cost of this item.  You'll have to make a value determination on your own.  While I do a lot of shopping at Amazon, I purchased this item at Big Lots for less than a third of the current price at Amazon.  I've also seen the price fluctuate substantially here at Amazon.<br /><br />I really look forward to having a can of illy Issimo cappuccino at almost any time of the day.  I highly recommend it and I think you'll enjoy it too!",Positivo
400089,B002IEVJRY,3,Couldn't get past the taste,Both my husband and I tried this and we couldn't get past the taste and eventually just dumped most of the drink down the drain.<br /><br />Taste-wise we still favor the Starbucks lines then this version of the Cappuccino.,Neutral
400204,B002IEVJRY,5,Superior!,"Okay, bear with me. I ordered this through the Amazon Vine program, and I was looking forward to testing it, but it unfortunately burst open during shipping, so I received nothing but a soggy package that smelled like sour milk. Not being one to complain about a gift, I chalked it up to bad luck.<br /><br />This happened a few days before I took a long road trip, and this turned out to be a blessing in disguise. On a particularly hot day, I stopped for gas and saw these in the cooler at the gas station, so I purchased one. How refreshing! It is the perfect drink to enjoy on a hot day while driving. It truly hit the spot, and unlike other brands of canned coffee beverages (including Starbuck's), this one has an authentic coffee flavor with the perfect balance of milk and sweetener. This is the second canned coffee I have tried by illy, and there seems to be a real emphasis on quality versus quantity.<br /><br />And when it comes to coffee, I'll take quality any day.",Positivo
400329,B002WDCDXA,1,A bad tasting cup of coffee.,"This was not a good experience. We like the Gevlia Signature Mild, but the Signature Crema was less than desirable. Ended up throwing out three boxes cause it cannot be returned.",Negativo
400600,B001E5E024,3,"great product, not-so-great packaging","i love these freeze-dried strawberries.  my toddler loves them too.  but unless you're going to feed a small army, the bulk size container should last you a couple of weeks, right?  well, the tub seems to be airtight, but the strawberries get soft and ""stale"" pretty quickly.  great strawberries, not-so-great packaging.",Neutral
400607,B001E5E024,3,Freeze dried fruit,I was disappointed with this product.  The fruit is just a bit too tart and was not appealing to my grandkids.  I would not purchase this product again.,Neutral
400752,B000ES1R2I,5,Ahmad is an excellent tea,"I don't drink American teas so I special order them about once a year. I never tasted this brand before unlike teas made in the US you can actually smell the black current or black cherry aroma, as it's called in the United States. it's a rich great tasting tea and an excellent brand. <a href=""http://www.amazon.com/gp/product/B000ES1R2I"">Ahmad Tea Blackcurrant Tea, Tea Bags, 20-Count Boxes (Pack of 6)</a>I intend to buy it again.The price was very reasonable and it helps that it qualified for no shipping",Positivo
400935,B0016PC4TS,3,Not sure,"I'm not sure about the effectiveness of the product, as I don't hang out all day by the areas in which I've used the product, nor have security cameras recording the day's activities. My reason for wanting to try out this product was to keep a few neighborhood cats away from underneath a few bushes near a bedroom window. Occasionally I would hear them sparring in the bush so loud, you would have thought I was watching a WWF match on TV. In any case it's very hard to tell if the product is working as it's intended to work. I haven't heard any ringside matches lately, so at this stage I can only hope to say I hope it is working. If I find out any concrete evidence, I will definitely post an update.",Neutral
400949,B0016PC4TS,1,"I really needed this to work, but it back fired","I I have a skunk that has taken up residence under my sidewalk. I tried replacing the soil and gravel that it was excavating. It just kept digging. I covered its entrance with bricks, it just pushed them aside.<br />Then I found this Cridder Ridder, which seems like just what i needed. I pourted it all around the perimeter of the side walk.<br />So the skunk is just working hard at coverpowering the spicey smell of the Critter Ridder with it's own scent...<br />The strongest skunk odor I have ever experienced!<br />This may work with deer, but apparently not skunks!",Negativo
400969,B0016PC4TS,2,Not a critter ridder,"We applied this generously around our front year, and by next morning--we had even more evidence of skunk and raccoons digging in our grass. Now we set traps--we'll see what happens. The pro-pest guys laugh at the crystals/poweders for raccoons and skunks--they will dig to get to worms no matter what.",Negativo
401060,B003V1AP7I,5,Love it.,"Ok, I actually hate Marmite, but my English husband loves the stuff.  I was so happy to find Marmite on Amazon and especially in the new squeezy bottle.  Any one who has used Marmite from a jar will tell you what a pain it is to get the gooey black gold out of the bottom of the jar.  Problem solved with the new squeezy bottle.  Thank you Amazon.",Positivo
401353,B000CQG8B2,3,Stale product,"I bought this on Amazon becuase it disappeared from real stores. In comparison with the tea that was available in regular stores, this one has a sour off-taste, presumably, due to its oldness.",Neutral
401442,B003VIFGWU,5,Great!,Delicious. Love the spices.  Because the soup is so good I will be ordering it in bulk and also I will be ordering other soups from Pacific.,Positivo
401462,B004DBQY8Y,5,Israeli Coffee,This is the only coffee I drink.<br />Other coffees are  too acidic<br />3-4 cups of this I think<br />Are good for the secular and the hasidic,Positivo
401465,B0007KLGCY,1,Item is not Smarties,"The product arrived and it is not as pictured or described.  The Smarties logos visible on the box and the individual necklace packages that are seen in the product picture ARE NOT on the box or packages that I received.  It looks identical except for the absence of the Smarties logo.  The product itself, needless to say, is not made out of Smarties.  A case of bait and switch?  Thank you Amazon for refunding my money!",Negativo
401637,B000Q611U6,3,Pass if your child has reflux,These twits are good but VERY sour (at least the strawberry ones are) as they are made with apple juice concentrate. I gave up on the idea of giving them as a snack to my little girl who has reflux... Apple juice is not easy on little tummies suffering from reflux.,Neutral
401840,B000WFPH5G,5,My dogs love Wellness,My dogs and I love this food. They never leave a trace and I am happy that it is healthy for them. I mix it up with the Wellness Super 5 mix.,Positivo
401971,B0006349W6,2,So-so reaction from a picky dog,"These were on sale at Petco, so we gave them a try. They're too big to give for frequent clicker treats with my 35 lb dog. (Cutting them in half is about right.)<br /><br />Even though they're heavily scented, they're just not her favorite. She'd rather have (3) Pounds of Lamb Lung (Baa Baa Q's) or <a href=""http://www.amazon.com/gp/product/B000F2UWI8"">Dogswell Vitality Dog Treats, Chicken, 6-Ounce Pouches (Pack of 6)</a> any day.",Negativo
402000,B000P1QTX6,3,As Advertised,"Not a very exciting cereal, but certainly a deal at the offered price if you like big bite-size sugared shredded wheat biscuits (not as attractive a mouthful as the smaller mini-wheats). Add free delivery & it's a real bargain.",Neutral
402200,B0006349WG,2,So-so reaction from a picky dog,"These were on sale at Petco, so we gave them a try. They're too big to give for frequent clicker treats with my 35 lb dog. (Cutting them in half is about right.)<br /><br />Even though they're heavily scented, they're just not her favorite. She'd rather have (3) Pounds of Lamb Lung (Baa Baa Q's) or <a href=""http://www.amazon.com/gp/product/B000F2UWI8"">Dogswell Vitality Dog Treats, Chicken, 6-Ounce Pouches (Pack of 6)</a> any day.",Negativo
402288,B000G0SBIM,1,I appreciate the effort..,"I was excited about ordering these crackers. I ordered them from another site and there were so many rave reviews. These things are so nasty lol. It must be the soy? The taste is awful and these crackers are wayy too hard.  Not good-crunchy, but more like...these-must-be-beyond-expiration-date-crunchy...",Negativo
402371,B004BRFQ02,1,Bulk product not as good as smaller envelopes,"I love Nestle Dark Chocolate Hot Cocoa Mix but recently our local grocery stores and Walmart stopped carrying the dark chocolate variety. Hence I stated looking online. This product seemed to be better value for money than any other options. But alas, it is no where close in taste to <a href=""http://www.amazon.com/gp/product/B008BVYYL6"">3 Pack Instant Hot Cocoa Mix, Dark Chocolate, 0.71oz, 50/Box by NES</a>. It is much sweeter and has less cocoa. Maybe because it is made for machine dispensing.<br />If you are looking for a replacement to Nestle Dark Chocolate Hot Cocoa Mix then this is not the product. You are better off paying a little more for the individual envelopes.",Negativo
402417,B001GSFDXE,5,Pepperidge Farm Milano Cookie Collection,"I searched the internet for a ""gift type"" packaging of Milano cookies.  This was the only one I could find and it went over very well.  This bag is very large and came in perfect condition.  Was very pleased with this purchase and it made the gift recipient very happy too.",Positivo
402490,B000EML7DS,3,"kind of salty and dry, but a good crunch if you are carbo craving","These are very salty, and the nacho flavor on ""just cheese"" seems kind of redundant. The quantity in the bag is very scant. I understand that it is probably expensive to reduce cheese to these little crunchy treats.",Neutral
402491,B000EML7DS,3,Lo-Carb Pizza Flavor Snacks,"The taste if ""off"" on this product ... but acceptable.  A sister product (see my review) ""Just The Cheese White Cheddar""  is much,  much better tasting.",Neutral
402499,B000EML7DS,3,"Really delicious, but not worth the price.",I did enjoy the snacks. Since I am diabetic there are few such snacks I can get away with and this one did not affect my blood sugar adversely. However the cost is more than I can justify. I will be canceling my next shipment.,Neutral
402627,B000MANI4S,1,NOT a winner.,"Expecting something like caramel corn, I ordered a box of this product, only to find that it is ""flavored"" only as caramel apple. Might as well have sprinkled some spice on it. Nothing resembling caramel. And it was bitter and sour. I usually love popcorn, but this one was not what I expected and will not ever order it again. But some people may like it, and that's why it's called TASTE.",Negativo
403352,B0058AMY5G,1,Kettle Chips Make Great Mouse Food,"After waiting a ridiculous amount of time for my case of 15 5oz bags to arrive, upon opening the box noticed that every bag had been chewed open by a mouse.  Don't know if it is still in the box, but it is outside on the porch.  When my son gets home, I'm going to have pictures taken and email to Amazon.  The outside Amazon box was intact, so it had to be either from the Kettle Chips people or the Amazon warehouse, don't know which.  I will never buy these again from Amazon.  I cannot tell you how disgusted I am with this purchase.  It makes me sick to think about it!<br /><br />I included pictures at the top of the page.  Poor little mousie must have high cholesterol now.<br /><br />Update:  I forgot to mention that I offered to email the above pictures of the mouse damage to Amazon but was told they didn't want them.",Negativo
403405,B0058AMY5G,4,Best Chips Out There!,These are my new favorite!  I have always been a fan of salt and vinegar but these honey dijons have replaced them as my new number one!  They do have a strong taste so loving the honey mustard flavor is a must if you hope to like these.<br /><br />Price wise...I do not see that they are that much of a deal here.  I purchased them for $2.99 at the grocery with no shipping.  I would have given the product 5 stars (easily) had it not been for the price.  The taste is fabulous -- you won't be disappointed.,Positivo
403427,B0058AMY5G,4,kettle chips,"This kettle chips taste ""Good , Crispy & Crunchy "" too ! U will enjoy it also! Moreover,it's thinly cut & sliced!",Positivo
403434,B004FRNKBK,1,Old and Stale,"I have ordered this licorice from another seller several times.  It comes in sweet and fresh and the perfect consistency.  I mistakenly ordered this and was quite miffed when I received it.  It was hard and actually hurt to chew it.  So while the brand itself is the best I have ever found this product is terrible.  I suggest looking for the three pack that comes in plastic rather than this product that comes in a box.  If I had ordered this product first, I would have never ordered this brand again.",Negativo
404405,B004T33E3Y,1,Price discrepancy.,"Please note that at $6.26 for a 15 oz bottle (although the photo looks like it's a 20 ounce bottle) the price per ounce is 42 cents, not 3 cents like the listing says.",Negativo
404454,B000HDCNMS,5,Great tasting pop corn,I like this so much I have it programed for auto delivery. You can't go wrong with Orville.,Positivo
404458,B000NNYFVY,2,Not Happy,"The can looks nothing like the picture, the colors are wrong and the logo is sideways so it doesn't look like a real can, so that's pretty pointless. It's also dented right on the top. I've had different ones before that looked perfect so this one is definitely a disappointment.",Negativo
404460,B000NNYFVY,3,Damaged via mail,"The product was shipped in a manilla envelope with a bit of bubble wrap. The lid was broken off the screw top and the lip of the safe was dented.  I glued the top back with super-glue and straightened it back up. (I didn't feel like waiting for a replacement.) Additionally, the can was not as pictured. It was an Arizona health drink which sort of sticks out in my pantry with canned goods. I kept it anyway.  It looks like and feels like a real can so overall, I think this is a great consealed safe.<br />  My only suggestion is for the company to use a small box to ship it.  If you order one, you might request it.  I would buy this product again.",Neutral
404663,B00153C4B4,2,It tastes burned.,"I've been using this chicken broth only for cooking, so I didn't realize until drinking a cup of it that it tastes burned.  It's a shame, because I like the fact that it's organic and in convenient boxes.  I plan to try a different brand for comparison.",Negativo
404725,B0010EIIPE,1,Don't waste your money,"From years using Amazon to shopping, this time I have the worst experience ever. So I""ll never buy anything from this seller and I don't think I can keep shopping with amazon either. Very disappointed. I live in a town where unfortunately not everyone has delivery by USPS in the house, so we need to have a P.O. Box adress. So I have 2 addresses on my profile and all the sellers should use a common sense and see if they are shipping by USPS to use the P. O. Box address provided. I never got my items, this company never contacted me and asked me to provide some aditional address, so I could get my items. All my items were discarded and no one contact me at all about it. I spent more than US $60 on that and they don't want to refund me. So think about it before buy anything from this company, they don't have any customer service and don't care about you at all. Good luck!",Negativo
404794,B000NFC0Y6,2,Bucketless!,"Just because the item's description is 360t bucket doesn't guarantee a bucket anymore!  You'll receive 360 pieces of dubble bubble in a shipping box.  So if you where hoping to store them in the bucket, buy something else.",Negativo
404952,B0030VJ9K8,1,YUCK!!,I'm sure this Mama Grain is pretty healthy but it taste disgusting. Even my daughter who is not a picky eater refuse to eat this. The combination of sweet banana and beans doesn't go well at all.,Negativo
404983,B0030VJ9K8,3,Ish,"I generally make all of LO's food organic from scratch (yes, I work full-time, but this is important to me, so I make the time).  However, I've tried a few pre-packaged foods...and while LO loves the taste of Chick Chick, and I like that it is more well-rounded than most others, I absolutely hate this packaging.  If my little one decides he doesn't want to finish the package after three bites, the rest is total waste...or I have to scoop it into a different container to store until he's ready to finish.<br />Absolutely love the item, but hate the packaging.",Neutral
405012,B0030VJ9K8,1,Baby hates new recipe...,"Not sure why they decided to mess with a good thing. We've cancelled our subscriptions to both the Chick Chick and Salmon HappyBaby pouches. A huge disappointment to our family as these were two go to meals in our household for our 14 month old. Please bring back the old formula, HappyBaby!",Negativo
405024,B0030VJ9K8,1,Reformulated for the worse,"I used to be a huge fan of this.. wild salmon, 4g of protein, other great ingredients.. just ordered another 16 pack and discovered they have reformulated it to be completely different. It is really liquid-y.. impossible for an unskilled/careless self-feeder to have much left on the spoon by the time it gets to her mouth (may be okay for younger babies who aren't self-feeding yet though). Also it only has 1g of protein now - not sure why / if there is less salmon in it? Anyway, it's off the menu here, and I am disappointed to have lost a healthful, convenient option.",Negativo
405505,B005K4Q4LK,5,yummy,These are so yummy! Must have for any Kuerig owners. I recommend trying this flavor and company! Mailed in good time too.,Positivo
405637,B005K4Q4LK,1,Don't buy it!,I would not ever buy this again. Sickenly sweet and very artificial tasting. I'm getting rid of this box by mixing it with a regular coffee K cup.,Negativo
405639,B005K4Q4LK,1,BLECK!!!,Was basically just instant coffee and VERY sweet....I was hoping for one more like the Tassimo Cappuccino pods but no such luck. Will def not buy again.,Negativo
405951,B000LL0RB0,1,Wrong item -- this isn't what you will get in the mail!,The item I was sent is not what is pictured here. Even the nutritional facts are completely different. Beware...if you are looking for Walnut Acres Tuscan White Bean -- this is not what it promises to be!!!,Negativo
405989,B00141WFWK,1,Very misleading and potentially dangerous,"These are not made from ""free range chicken"". They are made in China and have been refused entry into the US before. I just trashed the bag that I had in my kitchen. These products are imported from China by an American company, packaged and sold as 'healthy' dog treats. I'm sending the BS flag to the top of the flagpole on this one. Buyer beware!<br /><br />[...]",Negativo
406378,B001EO5TNY,3,"Good product, but too much added sugar for my taste","Was disappointed with the amount of added sugar in this product. Not a viable replacement for the frozen raspberries we currently enjoy. If you are looking for something sweeter than plain ol' raspberries that do not require refrigeration, then these might be exactly what you are looking for.",Neutral
406751,B000E63LDS,1,"wHAT IS THE RAVE ABOUT? Red hot gum, that's about it!","I have no idea WHAT people are raving about..I read all of the positive reviews only a half hour ago and thought for sure I could add to them. Now that I am back and have finished brewing a cup of this tea, I find that there has never been such an on point review! A cup of red hots brewed in hot water is EXACTLY what this tea tastes like- I could have boiled some cinnamon sticks from the cupboard and got the same taste. Where are all of the other flavors? Um, not here in this tea, I tell you that much! I am NOT sure if this has anything to do with this being the decafe version, but I will NOT be buying this again. I got through the cup by adding some agave and rice milk, but  I  feell like I just finished a pack of wrigley's red hot gum...what a hot mess!",Negativo
406808,B000LKXCB8,2,"Sorry, But Not Their Best","Out of all of the ""ready-to-eat"" offerings from kitchens of India this is the least tasteful I've had so far.  I absolutely strongly recommend you combine this with some other starchy food like rice, naan, potatoes, or anything.  Eating it combined with something else makes it at least tolerable while eating it alone simply isn't.  The texture can be a bit gritty, it's similiar to eating food with an excessive amount of turmeric - even though it's not an ingredient in this product.  I say ""can be gritty"" because the quality of the product seems to be a bit inconsistent.  A few will be better than others, a few will make you want to throw all of it out.  Definitely won't be purchasing this one again!",Negativo
406823,B000LKXCB8,3,"A bit hot, but OK on rice or pasta.","A bit hot for me, so I may have to stretch out my subscription.  I live alone, so I broke it down into 3 small servings and used on top of rice.  This helped tone the heat. Waring for some with a touchy stomach like mine; DO NOT take a mouth full without a little taste test first.  The spice can cause stomach upset in some people.  (I have stomach trouble and this was to much for me.  Cutting the serving amount and adding rice allowed me to enjoy some of the spicy heat without killing my stomach.) Curry is not everyone's ""cup of tea"" but it can be enjoyed in moderation. I am quite sure some people will love it.  But for me it is just OK.",Neutral
406867,B000KEPBBY,5,Great soup,"Yeah, it's a really good tasting soup.  Easy to make.  Throw in some onions, and some pepper and it's very tasty, very filling. I don't must like health food, but this stuff is genuinely good.",Positivo
406951,B0030F70HI,1,Look so healthy but made in China!,"I liked these treats for my dog and he seemed to find them very tasty.  Then I read they were made in China -- given other pet food product issues that originated there, I threw the several bags purchased away.",Negativo
407009,B0030F70HI,1,Poisons from China,"I purchase almost daily from Amazon and recommend Amazon to my friends constantly. I think that makes me a very good customer.<br />I have a very serious concern. When Amazon sells pet food and/or treats made in China they must be disclosed on the Amazon page as ""MADE IN CHINA"". No one who loves their pet will buy them, but Amazon will at least give us a fair chance to protect our beloved pets from these poisons imported from China.<br />As a loyal customer, I expect Amazon to protect me and my loved ones from hidden threats. Amazon MUST disclose the country of origin for ALL food products! If Amazon is too ashamed to disclose the source, then Amazon should not sell it!<br />I had to throw out all the Dogswell products I purchased, Shame on Amazon for selling without disclosing the source!",Negativo
